system:index,Annual_rai,Aspect_Mad,DEM_Mada_R,Dist_sett,GFW_defory,JRC_defory,JRC_degrady,MERGE_SRC,Slope_Mada,X,Y,dist_defor,dist_edge_,dist_river,dist_route,dist_track,popdens_ma,pressure_s,treated_An,treated_CF,treated_CZ,treated_TT,treeloss19,unique_id,.geo
00000000000000000bd0_00000000000000000bd0_0_00000000000000000bd0_0_00000000000000000bd0_0,1685.0,26.0753555298,1002.0,1785.18908691,2023,2020,2001,CFAM3,12.2994165421,854955.0,7926465.0,212.132034302,42.0,127.279220581,3754.31762695,829.758972168,0.0154079627246,46713.0742188,0,61751,0,0,0.0,sample_2121,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bb8_00000000000000000bb8_0_00000000000000000bb8_0_00000000000000000bb8_0,1660.0,301.504272461,989.0,684.762756348,2023,2022,0,CFAM3,8.6146402359,853005.0,7926615.0,450.0,85.0,990.454467773,1800.25,702.281982422,0.0187650509179,47888.6523438,0,62152,0,0,0.0,sample_2125,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bbc_00000000000000000bbc_0_00000000000000000bbc_0_00000000000000000bbc_0,1666.0,349.824493408,989.0,1314.87646484,2023,0,0,CFAM3,9.37478256226,854505.0,7926615.0,360.0,95.0,30.0,3300.13647461,1140.39465332,0.0152352089062,46971.484375,0,62162,0,0,0.0,sample_2129,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bbe_00000000000000000bbe_0_00000000000000000bbe_0_00000000000000000bbe_0,1685.0,45.0,985.0,1727.54162598,2020,0,2021,CFAM3,11.0040884018,854955.0,7926615.0,108.166542053,108.0,254.558441162,3750.12011719,924.175292969,0.0159956291318,46723.9921875,0,62165,0,0,0.0,sample_2131,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bc2_00000000000000000bc2_0_00000000000000000bc2_0_00000000000000000bc2_0,1667.0,155.224853516,975.0,2607.75756836,2014,2013,0,CFAM3,6.80409002304,856155.0,7926615.0,331.360839844,95.0,750.0,4950.09082031,218.403289795,0.0899828523397,46128.3046875,0,62173,0,0,14.0,sample_2135,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bc3_00000000000000000bc3_0_00000000000000000bc3_0_00000000000000000bc3_0,1667.0,138.012786865,966.0,2670.0,2022,2015,0,CFAM3,18.589881897,856305.0,7926615.0,182.482879639,60.0,874.64276123,5100.08837891,364.965759277,0.087076164782,46085.3476563,0,62174,0,0,0.0,sample_2136,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ba8_00000000000000000ba8_0_00000000000000000ba8_0_00000000000000000ba8_0,1660.0,216.253845215,972.0,301.496276855,2015,2011,2006,CFAM3,4.43181991577,853305.0,7926915.0,492.036590576,30.0,573.149169922,2117.28588867,480.0,0.0166146215051,47681.0703125,0,62982,0,0,0.0,sample_2145,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000baa_00000000000000000baa_0_00000000000000000baa_0_00000000000000000baa_0,1657.0,189.904190063,975.0,516.139526367,2023,0,2001,CFAM3,14.9209651947,853755.0,7926915.0,305.941162109,90.0,276.586334229,2564.25439453,531.601379395,0.0163132548332,47461.0,0,62985,0,0,0.0,sample_2147,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000baf_00000000000000000baf_0_00000000000000000baf_0_00000000000000000baf_0,1667.0,181.636581421,990.0,2403.93432617,2021,0,2021,CFAM3,8.30048370361,856305.0,7926915.0,366.196655273,175.0,1060.66015625,5107.14208984,301.496276855,0.0904571115971,46100.171875,0,63002,0,0,0.0,sample_2152,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b77_00000000000000000b77_0_00000000000000000b77_0_00000000000000000b77_0,1660.0,315.0,973.0,794.292114258,2020,2000,0,CFAM3,5.38597726822,852555.0,7927365.0,912.414367676,85.0,708.02545166,1530.0,120.0,0.0209993291646,48232.3203125,0,64219,0,0,0.0,sample_2183,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b78_00000000000000000b78_0_00000000000000000b78_0_00000000000000000b78_0,1660.0,353.659820557,999.0,647.611022949,2023,2023,0,CFAM3,6.45795488358,852705.0,7927365.0,782.304260254,42.0,615.548522949,1663.85095215,84.8528137207,0.0204013455659,48114.4414063,0,64220,0,0,0.0,sample_2184,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b79_00000000000000000b79_0_00000000000000000b79_0_00000000000000000b79_0,1660.0,284.036254883,1003.0,502.89163208,2023,2022,0,CFAM3,1.96786379814,852855.0,7927365.0,660.68145752,108.0,510.881591797,1800.25,30.0,0.0189734324813,47998.0859375,0,64221,0,0,0.0,sample_2185,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b7d_00000000000000000b7d_0_00000000000000000b7d_0_00000000000000000b7d_0,1657.0,98.4269714355,1003.0,192.093734741,2023,2021,2002,CFAM3,12.8142366409,853455.0,7927365.0,390.0,212.0,127.279220581,2362.39282227,30.0,0.015818906948,47658.25,0,64225,0,0,0.0,sample_2189,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b7e_00000000000000000b7e_0_00000000000000000b7e_0_00000000000000000b7e_0,1657.0,144.46232605,986.0,308.868896484,2020,2020,0,CFAM3,2.05277514458,853605.0,7927365.0,417.851654053,124.0,42.4264068604,2505.67358398,60.0,0.0158229805529,47548.0664063,0,64226,0,0,0.0,sample_2190,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b80_00000000000000000b80_0_00000000000000000b80_0_00000000000000000b80_0,1641.0,166.865982056,987.0,589.406494141,2023,2020,0,CFAM3,14.3977966309,853905.0,7927365.0,553.172668457,30.0,134.164077759,2794.3515625,189.736663818,0.016428174451,47385.7070313,0,64228,0,0,0.0,sample_2192,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b85_00000000000000000b85_0_00000000000000000b85_0_00000000000000000b85_0,1671.0,232.125015259,997.0,1650.27270508,2023,2023,0,CFAM3,15.9098758698,855105.0,7927365.0,283.019439697,192.0,912.414367676,3965.90478516,676.830871582,0.0158712137491,46722.9804688,0,64236,0,0,0.0,sample_2197,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b86_00000000000000000b86_0_00000000000000000b86_0_00000000000000000b86_0,1671.0,140.079605103,1000.0,1654.35791016,2020,2024,2004,CFAM3,14.9070158005,855255.0,7927365.0,174.92855835,120.0,1015.13543701,4113.50195313,690.0,0.0156299434602,46626.9492188,0,64237,0,0,0.0,sample_2198,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b8a_00000000000000000b8a_0_00000000000000000b8a_0_00000000000000000b8a_0,1657.0,229.763641357,1004.0,2022.72094727,2018,2018,0,CFAM3,12.0170354843,856305.0,7927365.0,361.247833252,124.0,1415.09716797,5150.57275391,152.970581055,0.0885726436973,46127.1796875,0,64244,0,0,18.0,sample_2202,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b6f_00000000000000000b6f_0_00000000000000000b6f_0_00000000000000000b6f_0,1671.0,156.037506104,1021.0,1500.29992676,2023,2024,0,CFAM3,4.6919670105,855105.0,7927515.0,384.187469482,309.0,1026.15783691,3995.86035156,531.601379395,0.0154063180089,46735.9140625,0,64650,0,0,0.0,sample_2216,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b50_00000000000000000b50_0_00000000000000000b50_0_00000000000000000b50_0,1629.0,206.939529419,995.0,1033.1505127,2023,2021,2015,CFAM3,15.9131031036,852405.0,7927665.0,590.93145752,201.0,576.281188965,1574.92858887,445.982055664,0.020586585626,48312.71875,0,65046,0,0,0.0,sample_2223,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b55_00000000000000000b55_0_00000000000000000b55_0_00000000000000000b55_0,1639.0,0.0,983.0,484.664825439,2022,2022,0,CFAM3,2.86240530014,853155.0,7927665.0,241.867736816,127.0,94.8683319092,2200.65893555,270.0,0.0161259956658,47847.3710938,0,65051,0,0,0.0,sample_2228,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b5a_00000000000000000b5a_0_00000000000000000b5a_0_00000000000000000b5a_0,1671.0,45.0,994.0,1350.33325195,2022,2022,0,CFAM3,1.01275038719,855105.0,7927665.0,496.588348389,285.0,1145.51293945,4031.1784668,390.0,0.0153498677537,46742.5664063,0,65064,0,0,0.0,sample_2233,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b60_00000000000000000b60_0_00000000000000000b60_0_00000000000000000b60_0,1657.0,259.380340576,993.0,1786.44897461,2017,2016,2009,CFAM3,7.72540521622,856305.0,7927665.0,276.586334229,90.0,1677.05102539,5201.0,90.0,0.0870683118701,46144.9023438,0,65072,0,0,17.0,sample_2239,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b61_00000000000000000b61_0_00000000000000000b61_0_00000000000000000b61_0,1657.0,311.423675537,991.0,1888.09423828,2002,0,0,CFAM3,5.39642429352,856455.0,7927665.0,134.164077759,134.0,1749.28552246,5348.16796875,240.0,0.0888113602996,46058.8476563,0,65073,0,0,0.0,sample_2240,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b46_00000000000000000b46_0_00000000000000000b46_0_00000000000000000b46_0,1641.0,147.994613647,997.0,827.586853027,2019,2019,0,CFAM3,17.4565906525,853905.0,7927815.0,335.410186768,42.0,474.341644287,2942.60083008,161.554946899,0.0169708877802,47420.7382813,0,65470,0,0,19.0,sample_2247,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b49_00000000000000000b49_0_00000000000000000b49_0_00000000000000000b49_0,1671.0,217.613952637,1010.0,1200.375,2022,2022,0,CFAM3,17.7893772125,855105.0,7927815.0,523.927490234,272.0,1253.19592285,4071.71948242,240.0,0.0158539451659,46756.2578125,0,65478,0,0,0.0,sample_2250,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b4b_00000000000000000b4b_0_00000000000000000b4b_0_00000000000000000b4b_0,1671.0,109.39781189,1014.0,1230.0,2022,2002,0,CFAM3,17.4133453369,855405.0,7927815.0,360.0,30.0,1448.10217285,4359.91992188,241.867736816,0.0900375023484,46612.2109375,0,65480,0,0,0.0,sample_2252,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b34_00000000000000000b34_0_00000000000000000b34_0_00000000000000000b34_0,1649.0,281.309936523,983.0,797.119812012,2002,2020,2002,CFAM3,15.4399871826,853605.0,7927965.0,30.0,30.0,402.492248535,2739.05102539,450.0,0.0169578418136,47598.2304688,0,65882,0,0,2.0,sample_2260,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b3c_00000000000000000b3c_0_00000000000000000b3c_0_00000000000000000b3c_0,1636.0,43.0908470154,996.0,1056.83483887,2021,2021,0,CFAM3,19.4812202454,855255.0,7927965.0,335.410186768,124.0,1465.09387207,4259.68310547,90.0,0.0908797755837,46673.9179688,0,65893,0,0,0.0,sample_2268,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b3d_00000000000000000b3d_0_00000000000000000b3d_0_00000000000000000b3d_0,1641.0,216.253845215,975.0,1363.59814453,2002,2002,0,CFAM3,17.2243728638,856005.0,7927965.0,150.0,120.0,1842.00976563,4978.19238281,150.0,0.0908408984542,46303.125,0,65898,0,0,2.0,sample_2269,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b2e_00000000000000000b2e_0_00000000000000000b2e_0_00000000000000000b2e_0,1641.0,270.806915283,1007.0,1251.75878906,2020,2020,0,CFAM3,16.4815196991,856005.0,7928115.0,150.0,124.0,1986.57995605,5020.04980469,0.0,0.0902205780149,46310.0351563,0,66312,0,0,0.0,sample_2282,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b30_00000000000000000b30_0_00000000000000000b30_0_00000000000000000b30_0,1641.0,38.2901611328,1005.0,1597.62329102,2020,2020,0,CFAM3,16.8354454041,856455.0,7928115.0,502.89163208,192.0,2146.62524414,5451.91699219,240.0,0.0890091136098,46090.6132813,0,66315,0,0,0.0,sample_2284,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b12_00000000000000000b12_0_00000000000000000b12_0_00000000000000000b12_0,1641.0,152.592422485,972.0,1100.63623047,2014,2014,1994,CFAM3,14.2220506668,853005.0,7928265.0,551.543273926,30.0,234.307495117,2421.65234375,872.06652832,0.0166658777744,48014.2617188,0,66706,0,0,14.0,sample_2287,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b13_00000000000000000b13_0_00000000000000000b13_0_00000000000000000b13_0,1641.0,311.531768799,1009.0,1050.4284668,2023,2022,0,CFAM3,11.0237855911,853305.0,7928265.0,283.019439697,67.0,426.380126953,2652.24438477,859.069274902,0.0172393657267,47787.6445313,0,66708,0,0,0.0,sample_2288,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b14_00000000000000000b14_0_00000000000000000b14_0_00000000000000000b14_0,1649.0,261.552459717,977.0,1194.73852539,2017,2010,0,CFAM3,23.0472831726,854205.0,7928265.0,664.078308105,42.0,1015.13543701,3409.45751953,379.473327637,0.0165387298912,47299.5,0,66714,0,0,17.0,sample_2289,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b15_00000000000000000b15_0_00000000000000000b15_0_00000000000000000b15_0,1649.0,109.093490601,1010.0,1082.08129883,2023,2023,0,CFAM3,12.9135932922,854355.0,7928265.0,807.774719238,182.0,1106.34533691,3542.16040039,335.410186768,0.0158149879426,47195.1484375,0,66715,0,0,0.0,sample_2290,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b16_00000000000000000b16_0_00000000000000000b16_0_00000000000000000b16_0,1636.0,118.610458374,980.0,979.489685059,2023,2023,0,CFAM3,17.3931179047,854505.0,7928265.0,810.555358887,120.0,1209.33862305,3676.19360352,284.604980469,0.0164166279137,47092.3046875,0,66716,0,0,0.0,sample_2291,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b18_00000000000000000b18_0_00000000000000000b18_0_00000000000000000b18_0,1636.0,107.525566101,1018.0,819.390014648,2022,2022,0,CFAM3,9.42741107941,854805.0,7928265.0,510.881591797,277.0,1400.71411133,3947.70825195,240.0,0.0157752837986,46940.8828125,0,66718,0,0,0.0,sample_2293,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b1b_00000000000000000b1b_0_00000000000000000b1b_0_00000000000000000b1b_0,1636.0,123.929794312,998.0,759.539306641,2023,2023,0,CFAM3,15.4399871826,855255.0,7928265.0,67.0820388794,67.0,1697.05627441,4361.98339844,210.0,0.0912605002522,46696.109375,0,66721,0,0,0.0,sample_2296,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b1e_00000000000000000b1e_0_00000000000000000b1e_0_00000000000000000b1e_0,1641.0,131.566375732,991.0,1039.66345215,2022,2022,0,CFAM3,16.4443702698,855855.0,7928265.0,120.0,120.0,2082.78662109,4924.11425781,150.0,0.0896973386407,46414.9648438,0,66725,0,0,0.0,sample_2299,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b1f_00000000000000000b1f_0_00000000000000000b1f_0_00000000000000000b1f_0,1641.0,278.130096436,982.0,1148.65136719,2020,2020,0,CFAM3,8.38019180298,856005.0,7928265.0,192.093734741,175.0,2131.90063477,5066.00439453,150.0,0.0887782424688,46324.3125,0,66726,0,0,0.0,sample_2300,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b03_00000000000000000b03_0_00000000000000000b03_0_00000000000000000b03_0,1636.0,114.075500488,982.0,870.0,2020,2001,0,CFAM3,12.1060733795,854505.0,7928415.0,812.219177246,270.0,1317.95300293,3744.71630859,429.534637451,0.0162745732814,47108.2890625,0,67130,0,0,17.0,sample_2310,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b09_00000000000000000b09_0_00000000000000000b09_0_00000000000000000b09_0,1660.0,278.841827393,987.0,732.393310547,2017,2013,2001,CFAM3,20.782251358,855555.0,7928415.0,42.4264068604,42.0,2001.24963379,4696.31787109,330.0,0.0895468443632,46569.1445313,0,67137,0,0,17.0,sample_2316,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aea_00000000000000000aea_0_00000000000000000aea_0_00000000000000000aea_0,1641.0,354.09387207,1000.0,1432.79443359,2023,2001,0,CFAM3,13.6557855606,852855.0,7928565.0,750.0,212.0,361.247833252,2528.73486328,1188.69677734,0.0168000608683,48096.34375,0,67533,0,0,0.0,sample_2323,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aec_00000000000000000aec_0_00000000000000000aec_0_00000000000000000aec_0,1641.0,88.4088592529,1001.0,1361.94714355,2019,0,0,CFAM3,16.7053260803,853155.0,7928565.0,595.482971191,30.0,558.032287598,2736.58544922,1170.0,0.0177394393831,47924.7851563,0,67535,0,0,0.0,sample_2325,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ad5_00000000000000000ad5_0_00000000000000000ad5_0_00000000000000000ad5_0,1641.0,5.90614032745,996.0,1510.76135254,2023,2023,0,CFAM3,6.92624902725,853155.0,7928715.0,715.611633301,30.0,678.822509766,2842.88574219,1320.0,0.0169767830521,47941.8710938,0,67949,0,0,0.0,sample_2345,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ad6_00000000000000000ad6_0_00000000000000000ad6_0_00000000000000000ad6_0,1649.0,217.40536499,999.0,1412.2322998,2019,1999,0,CFAM3,10.1118831635,853755.0,7928715.0,635.688598633,108.0,1061.50830078,3284.41772461,982.700378418,0.0172007475048,47608.6132813,0,67953,0,0,19.0,sample_2346,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ad8_00000000000000000ad8_0_00000000000000000ad8_0_00000000000000000ad8_0,1649.0,100.222167969,990.0,1120.89245605,2015,0,0,CFAM3,14.4811239243,854055.0,7928715.0,787.464294434,242.0,1256.06530762,3522.4140625,853.814941406,0.0167283602059,47393.7304688,0,67955,0,0,19.0,sample_2348,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000adb_00000000000000000adb_0_00000000000000000adb_0_00000000000000000adb_0,1636.0,56.8886566162,997.0,697.782226563,2023,2022,0,CFAM3,12.888835907,854505.0,7928715.0,873.61315918,469.0,1548.70910645,3895.49731445,713.09185791,0.0156492963433,47133.4023438,0,67958,0,0,0.0,sample_2351,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000add_00000000000000000add_0_00000000000000000add_0_00000000000000000add_0,1636.0,300.256439209,1005.0,445.982055664,2018,2018,0,CFAM3,6.60375547409,854805.0,7928715.0,590.93145752,446.0,1741.55102539,4152.69775391,676.830871582,0.0862969383597,46981.6445313,0,67960,0,0,18.0,sample_2353,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ae0_00000000000000000ae0_0_00000000000000000ae0_0_00000000000000000ae0_0,1636.0,104.264511108,998.0,323.109893799,2023,2021,0,CFAM3,14.2331094742,855255.0,7928715.0,256.320098877,60.0,2036.90942383,4548.34033203,641.326721191,0.0898458212614,46736.1523438,0,67963,0,0,0.0,sample_2356,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ae7_00000000000000000ae7_0_00000000000000000ae7_0_00000000000000000ae7_0,1641.0,211.759475708,1027.0,1207.84936523,2020,0,2020,CFAM3,22.3738441467,856305.0,7928715.0,364.965759277,124.0,2646.97949219,5504.08007813,606.712463379,0.0880665481091,46228.96875,0,67970,0,0,0.0,sample_2363,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ac3_00000000000000000ac3_0_00000000000000000ac3_0_00000000000000000ac3_0,1636.0,155.85446167,1008.0,647.611022949,2019,0,2019,CFAM3,14.8335256577,854505.0,7928865.0,926.12097168,573.0,1659.51794434,3977.23510742,859.069274902,0.0155412508175,47142.0898438,0,68372,0,0,19.0,sample_2372,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ac4_00000000000000000ac4_0_00000000000000000ac4_0_00000000000000000ac4_0,1636.0,120.963760376,988.0,502.89163208,2022,2021,2016,CFAM3,12.3342046738,854655.0,7928865.0,792.590698242,573.0,1760.82373047,4102.54785156,840.535522461,0.0153232049197,47091.1171875,0,68373,0,0,0.0,sample_2373,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ac7_00000000000000000ac7_0_00000000000000000ac7_0_00000000000000000ac7_0,1636.0,32.8450584412,989.0,152.970581055,2020,0,2020,CFAM3,21.3952274323,855105.0,7928865.0,457.930114746,134.0,2052.31567383,4487.58300781,810.0,0.0903287604451,46841.78125,0,68376,0,0,0.0,sample_2376,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000acd_00000000000000000acd_0_00000000000000000acd_0_00000000000000000acd_0,1641.0,153.004165649,1022.0,1030.97045898,2019,0,2019,CFAM3,13.91959095,856155.0,7928865.0,212.132034302,212.0,2736.42089844,5425.02539063,750.0,0.090334109962,46281.3085938,0,68383,0,0,19.0,sample_2382,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ad0_00000000000000000ad0_0_00000000000000000ad0_0_00000000000000000ad0_0,1641.0,4.57392072678,1006.0,1477.63330078,2018,2018,0,CFAM3,11.8048343658,856605.0,7928865.0,416.77331543,42.0,2891.53930664,5838.52734375,845.340148926,0.0871126800776,46106.4335938,0,68386,0,0,18.0,sample_2385,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aad_00000000000000000aad_0_00000000000000000aad_0_00000000000000000aad_0,1631.0,197.102737427,1004.0,780.0,2021,0,2017,CFAM3,12.7725782394,854355.0,7929015.0,1127.69677734,604.0,1679.19628906,3942.00463867,1043.55163574,0.0164083410054,47263.078125,0,68785,0,0,2.0,sample_2393,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ab3_00000000000000000ab3_0_00000000000000000ab3_0_00000000000000000ab3_0,1653.0,282.380767822,987.0,420.0,2019,2019,0,CFAM3,9.92072868347,855555.0,7929015.0,123.69316864,30.0,2460.18286133,4953.72607422,930.0,0.0895103961229,46619.0390625,0,68793,0,0,19.0,sample_2399,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ab9_00000000000000000ab9_0_00000000000000000ab9_0_00000000000000000ab9_0,1629.0,30.3791255951,982.0,1320.0,2019,2019,0,CFAM3,7.97323322296,856455.0,7929015.0,218.403289795,190.0,2978.92602539,5760.15625,931.450500488,0.0907496362925,46166.0546875,0,68799,0,0,0.0,sample_2405,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000abb_00000000000000000abb_0_00000000000000000abb_0_00000000000000000abb_0,1629.0,228.179824829,989.0,1620.0,2021,2019,0,CFAM3,6.06376504898,856755.0,7929015.0,513.517272949,255.0,3088.68896484,6034.84863281,1049.57128906,0.0866594910622,46037.3867188,0,68801,0,0,0.0,sample_2407,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a95_00000000000000000a95_0_00000000000000000a95_0_00000000000000000a95_0,1631.0,192.994613647,973.0,1537.33532715,2020,2014,2010,CFAM3,12.5363883972,853605.0,7929165.0,1051.71289063,85.0,1308.01379395,3479.22412109,1449.03417969,0.0173179190606,47708.7578125,0,69194,0,0,0.0,sample_2409,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aa1_00000000000000000aa1_0_00000000000000000aa1_0_00000000000000000aa1_0,1629.0,354.986877441,985.0,882.836364746,2017,2017,0,CFAM3,13.4096717834,856005.0,7929165.0,30.0,30.0,2865.74609375,5421.29150391,1050.0,0.0880647823215,46405.5625,0,69210,0,0,0.0,sample_2421,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a87_00000000000000000a87_0_00000000000000000a87_0_00000000000000000a87_0,1631.0,136.21887207,998.0,349.857116699,2017,2017,0,CFAM3,15.48341465,854955.0,7929315.0,641.326721191,301.0,2294.55883789,4603.41162109,1260.0,0.0899593606591,46936.3789063,0,69617,0,0,17.0,sample_2437,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a8b_00000000000000000a8b_0_00000000000000000a8b_0_00000000000000000a8b_0,1653.0,261.384338379,968.0,516.139526367,2015,2011,2001,CFAM3,7.91730499268,855555.0,7929315.0,123.69316864,30.0,2684.95800781,5104.05712891,1223.76464844,0.0891375467181,46646.3359375,0,69621,0,0,0.0,sample_2441,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a8e_00000000000000000a8e_0_00000000000000000a8e_0_00000000000000000a8e_0,1629.0,165.018371582,982.0,920.271728516,2022,2022,0,CFAM3,17.0268363953,856005.0,7929315.0,60.0,60.0,2977.41503906,5492.62255859,1200.0,0.0887091457844,46414.6601563,0,69624,0,0,0.0,sample_2444,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a8f_00000000000000000a8f_0_00000000000000000a8f_0_00000000000000000a8f_0,1629.0,280.980651855,993.0,1063.20275879,2020,2020,0,CFAM3,15.8743257523,856155.0,7929315.0,90.0,90.0,3077.74267578,5624.18017578,1200.0,0.0905610173941,46324.5507813,0,69625,0,0,0.0,sample_2445,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a74_00000000000000000a74_0_00000000000000000a74_0_00000000000000000a74_0,1653.0,297.645965576,962.0,615.548522949,2016,1993,0,CFAM3,5.64122009277,855555.0,7929465.0,271.661560059,42.0,2801.42822266,5184.10058594,1371.1673584,0.086633220315,46665.4648438,0,70035,0,0,0.0,sample_2462,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a75_00000000000000000a75_0_00000000000000000a75_0_00000000000000000a75_0,1653.0,249.775146484,984.0,726.223083496,2020,2020,2002,CFAM3,14.2035980225,855705.0,7929465.0,271.661560059,162.0,2896.2043457,5310.59326172,1352.9967041,0.0895860567689,46571.5664063,0,70036,0,0,0.0,sample_2463,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a76_00000000000000000a76_0_00000000000000000a76_0_00000000000000000a76_0,1629.0,253.495635986,1015.0,849.058288574,2020,2020,2010,CFAM3,13.2065668106,855855.0,7929465.0,256.320098877,256.0,2994.74536133,5438.28076172,1350.0,0.0866396352649,46525.1601563,0,70037,0,0,0.0,sample_2464,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a77_00000000000000000a77_0_00000000000000000a77_0_00000000000000000a77_0,1629.0,143.325653076,1010.0,979.489685059,2022,2022,0,CFAM3,13.7213258743,856005.0,7929465.0,161.554946899,162.0,3092.32910156,5567.08203125,1350.0,0.0914444178343,46433.4335938,0,70038,0,0,0.0,sample_2465,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a79_00000000000000000a79_0_00000000000000000a79_0_00000000000000000a79_0,1629.0,203.587036133,1014.0,1253.55493164,2016,2016,0,CFAM3,17.890203476,856305.0,7929465.0,283.019439697,283.0,3289.07275391,5827.72705078,1352.9967041,0.089595541358,46298.5664063,0,70040,0,0,17.0,sample_2467,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a57_00000000000000000a57_0_00000000000000000a57_0_00000000000000000a57_0,1631.0,264.289398193,997.0,1235.47558594,2019,2023,2019,CFAM3,4.78729057312,854055.0,7929615.0,1411.27600098,210.0,1939.81958008,4115.58007813,1707.62988281,0.0167872589082,47488.8828125,0,70439,0,0,19.0,sample_2475,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a5b_00000000000000000a5b_0_00000000000000000a5b_0_00000000000000000a5b_0,1631.0,156.80140686,979.0,768.374938965,2007,0,2013,CFAM3,5.43800783157,854655.0,7929615.0,1006.23059082,85.0,2333.83813477,4552.29589844,1588.58422852,0.0875000879169,47176.921875,0,70443,0,0,7.0,sample_2479,"{""type"":""MultiPoint"",""coordinates"":[]}"
