system:index,Annual_rai,Aspect_Mad,DEM_Mada_R,Dist_sett,JRC_defory,JRC_degrady,MERGE_SRC,Slope_Mada,X,Y,dist_defor,dist_edge_,dist_river,dist_route,dist_track,popdens_ma,pressure_s,treated_An,treated_CF,treated_CZ,treated_TT,treeloss19,unique_id,.geo
00000000000000000a08_00000000000000000a08_0_00000000000000000a08_0,1642.0,142.765167236,1006.0,1530.0,0,2017,CFAM3,7.45400953293,855855.0,7930365.0,256.320098877,256.0,3677.29516602,5954.90576172,1592.54516602,0.0861261114478,46631.8945313,0,72521,0,0,0.0,sample_2573,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a09_00000000000000000a09_0_00000000000000000a09_0,1642.0,225.0,1029.0,1606.05102539,0,0,CFAM3,11.9767255783,856005.0,7930365.0,361.247833252,361.0,3776.30761719,6072.75878906,1608.01123047,0.0884957164526,46539.4804688,0,72522,0,0,0.0,sample_2574,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a0a_00000000000000000a0a_0_00000000000000000a0a_0,1642.0,199.746841431,1037.0,1692.01062012,0,0,CFAM3,19.0500907898,856155.0,7930365.0,483.735473633,484.0,3872.20874023,6192.00292969,1620.0,0.0864798277617,46448.4492188,0,72523,0,0,0.0,sample_2575,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a0b_00000000000000000a0b_0_00000000000000000a0b_0,1642.0,179.370407104,1024.0,1786.44897461,0,0,CFAM3,20.766204834,856305.0,7930365.0,607.453674316,607.0,3971.46069336,6312.55908203,1622.49804688,0.0859799981117,46403.453125,0,72524,0,0,0.0,sample_2576,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a0c_00000000000000000a0c_0_00000000000000000a0c_0,1642.0,112.479431152,1004.0,1888.09423828,0,0,CFAM3,14.6567935944,856455.0,7930365.0,737.902404785,738.0,4067.73901367,6434.35302734,1637.68127441,0.087710916996,46314.5039063,0,72525,0,0,0.0,sample_2577,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f3_000000000000000009f3_0_000000000000000009f3_0,1619.0,345.579223633,1007.0,1574.92858887,0,0,CFAM3,16.7599468231,854655.0,7930515.0,848.528137207,319.0,2796.4440918,5182.27734375,1500.0,0.0864682197571,47278.296875,0,72927,0,0,0.0,sample_2578,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f4_000000000000000009f4_0_000000000000000009f4_0,1619.0,317.337310791,1039.0,1535.87109375,0,0,CFAM3,16.1180076599,854805.0,7930515.0,700.357055664,433.0,2944.58813477,5284.17431641,1465.09387207,0.0836372449994,47176.9179688,0,72928,0,0,0.0,sample_2579,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f5_000000000000000009f5_0_000000000000000009f5_0,1619.0,178.876693726,1043.0,1510.76135254,0,0,CFAM3,11.9991388321,854955.0,7930515.0,553.172668457,553.0,3092.91113281,5388.32080078,1444.99133301,0.0838330984116,47076.9023438,0,72929,0,0,0.0,sample_2580,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f6_000000000000000009f6_0_000000000000000009f6_0,1619.0,231.009002686,1052.0,1500.29992676,0,0,CFAM3,12.6887960434,855105.0,7930515.0,408.044128418,408.0,3241.38867188,5494.26074219,1440.0,0.0843830257654,47027.40625,0,72930,0,0,0.0,sample_2581,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f7_000000000000000009f7_0_000000000000000009f7_0,1619.0,307.874969482,1061.0,1504.7923584,0,0,CFAM3,2.71992325783,855255.0,7930515.0,268.328155518,268.0,3389.07055664,5601.73193359,1440.0,0.0850590467453,46929.4375,0,72931,0,0,0.0,sample_2582,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f8_000000000000000009f8_0_000000000000000009f8_0,1643.0,120.256439209,1025.0,1524.10632324,0,0,CFAM3,19.1526813507,855405.0,7930515.0,134.164077759,134.0,3503.3269043,5711.12060547,1440.0,0.0862900838256,46880.9648438,0,72932,0,0,0.0,sample_2583,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f9_000000000000000009f9_0_000000000000000009f9_0,1643.0,311.05480957,991.0,1604.64953613,0,0,CFAM3,18.9104385376,855705.0,7930515.0,90.0,90.0,3696.82299805,5935.22558594,1440.0,0.0883831903338,46690.5039063,0,72934,0,0,0.0,sample_2584,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009fa_000000000000000009fa_0_000000000000000009fa_0,1642.0,268.958374023,1031.0,1663.85095215,0,1994,CFAM3,12.9094705582,855855.0,7930515.0,240.0,240.0,3791.17407227,6049.74365234,1442.80981445,0.0852747261524,46643.7460938,0,72935,0,0,0.0,sample_2585,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009fb_000000000000000009fb_0_000000000000000009fb_0,1642.0,5.06361627579,1032.0,1734.04150391,0,0,CFAM3,18.2864646912,856005.0,7930515.0,390.0,390.0,3889.02294922,6165.78466797,1459.86303711,0.0858569145203,46551.2695313,0,72936,0,0,0.0,sample_2586,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009fc_000000000000000009fc_0_000000000000000009fc_0,1642.0,350.537689209,1036.0,1813.94592285,0,0,CFAM3,16.9165153503,856155.0,7930515.0,540.0,540.0,3987.29223633,6283.26367188,1470.0,0.0855104699731,46460.1679688,0,72937,0,0,0.0,sample_2587,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009fd_000000000000000009fd_0_000000000000000009fd_0,1642.0,335.85446167,1052.0,1902.34069824,0,0,CFAM3,7.54314994812,856305.0,7930515.0,690.0,690.0,4083.74829102,6402.10107422,1472.75256348,0.0851844996214,46415.1367188,0,72938,0,0,0.0,sample_2588,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009fe_000000000000000009fe_0_000000000000000009fe_0,1642.0,129.897842407,1032.0,1998.09912109,0,0,CFAM3,18.3298206329,856455.0,7930515.0,816.088256836,816.0,4183.35986328,6522.22363281,1489.4630127,0.0866923108697,46326.1054688,0,72939,0,0,0.0,sample_2589,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e8_000000000000000009e8_0_000000000000000009e8_0,1619.0,282.264770508,1011.0,1682.6763916,0,0,CFAM3,16.3946781158,854805.0,7930665.0,720.624755859,418.0,2969.84838867,5394.16357422,1317.95300293,0.0876905545592,47201.7460938,0,73342,0,0,0.0,sample_2590,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e9_000000000000000009e9_0_000000000000000009e9_0,1619.0,16.2323493958,1012.0,1659.78918457,0,0,CFAM3,18.9234256744,854955.0,7930665.0,570.78894043,492.0,3118.26879883,5496.22607422,1295.56933594,0.0873436629772,47101.6796875,0,73343,0,0,0.0,sample_2591,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ea_000000000000000009ea_0_000000000000000009ea_0,1619.0,24.4439544678,1016.0,1650.27270508,0,0,CFAM3,11.3861656189,855105.0,7930665.0,421.070068359,421.0,3265.59326172,5600.44628906,1290.0,0.0872386395931,47052.1523438,0,73344,0,0,0.0,sample_2592,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009eb_000000000000000009eb_0_000000000000000009eb_0,1619.0,0.0,1017.0,1654.35791016,0,0,CFAM3,15.81919384,855255.0,7930665.0,271.661560059,272.0,3413.15112305,5706.39111328,1290.0,0.0871183648705,46954.1132813,0,73345,0,0,0.0,sample_2593,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ec_000000000000000009ec_0_000000000000000009ec_0,1643.0,27.4287414551,993.0,1671.94494629,2020,2017,CFAM3,20.3476390839,855405.0,7930665.0,123.69316864,124.0,3560.9128418,5813.81103516,1290.0,0.0881576240063,46905.6015625,0,73346,0,0,0.0,sample_2594,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ed_000000000000000009ed_0_000000000000000009ed_0,1643.0,265.333129883,998.0,1745.68041992,0,0,CFAM3,22.2785015106,855705.0,7930665.0,120.0,120.0,3810.47241211,6034.10302734,1290.0,0.0878056436777,46714.9453125,0,73348,0,0,0.0,sample_2595,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ee_000000000000000009ee_0_000000000000000009ee_0,1642.0,262.234832764,1038.0,1800.25,0,0,CFAM3,10.482881546,855855.0,7930665.0,268.328155518,268.0,3907.49291992,6146.77978516,1293.13574219,0.0866295099258,46668.1328125,0,73349,0,0,0.0,sample_2596,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ef_000000000000000009ef_0_000000000000000009ef_0,1642.0,83.2338256836,1006.0,1865.31494141,0,0,CFAM3,13.9044561386,856005.0,7930665.0,408.044128418,408.0,4002.49926758,6261.02246094,1312.13562012,0.0890793800354,46575.5273438,0,73350,0,0,0.0,sample_2597,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f0_000000000000000009f0_0_000000000000000009f0_0,1642.0,19.5922813416,1003.0,1939.81958008,0,0,CFAM3,14.6247138977,856155.0,7930665.0,553.172668457,553.0,4100.79248047,6376.74658203,1320.0,0.0881104618311,46484.2929688,0,73351,0,0,0.0,sample_2598,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f1_000000000000000009f1_0_000000000000000009f1_0,1642.0,2.56376957893,1020.0,2022.72094727,0,0,CFAM3,15.6128282547,856305.0,7930665.0,700.357055664,700.0,4198.39257813,6493.87402344,1323.0645752,0.0860868021846,46439.1835938,0,73352,0,0,0.0,sample_2599,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f2_000000000000000009f2_0_000000000000000009f2_0,1642.0,355.236358643,1014.0,2113.03100586,0,0,CFAM3,11.3481197357,856455.0,7930665.0,848.528137207,849.0,4295.34619141,6612.32958984,1341.64074707,0.0863783210516,46350.0,0,73353,0,0,0.0,sample_2600,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009df_000000000000000009df_0_000000000000000009df_0,1619.0,5.19442796707,981.0,1800.25,2020,2014,CFAM3,5.25895309448,855105.0,7930815.0,456.946380615,457.0,3289.75683594,5708.28369141,1140.0,0.0874424502254,47077.8125,0,73758,0,0,0.0,sample_2601,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e0_000000000000000009e0_0_000000000000000009e0_0,1619.0,198.88609314,985.0,1803.99560547,0,1997,CFAM3,18.5046081543,855255.0,7930815.0,324.499603271,324.0,3437.58642578,5812.57275391,1140.0,0.0848313495517,46979.703125,0,73759,0,0,0.0,sample_2602,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e1_000000000000000009e1_0_000000000000000009e1_0,1643.0,226.847610474,1016.0,1820.1373291,0,0,CFAM3,20.0788002014,855405.0,7930815.0,212.132034302,212.0,3585.59619141,5918.52197266,1140.0,0.0855417475104,46931.1523438,0,73760,0,0,0.0,sample_2603,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e2_000000000000000009e2_0_000000000000000009e2_0,1643.0,96.7455825806,1003.0,1848.35058594,0,0,CFAM3,21.3157863617,855555.0,7930815.0,150.0,150.0,3733.76489258,6025.89404297,1140.0,0.0897559076548,46835.0585938,0,73761,0,0,0.0,sample_2604,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e3_000000000000000009e3_0_000000000000000009e3_0,1643.0,316.145751953,979.0,1888.09423828,0,2015,CFAM3,16.4195461273,855705.0,7930815.0,192.093734741,192.0,3882.07421875,6135.05517578,1140.0,0.0870997831225,46740.3125,0,73762,0,0,0.0,sample_2605,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e4_000000000000000009e4_0_000000000000000009e4_0,1642.0,350.362457275,1013.0,1938.65930176,0,0,CFAM3,24.1318702698,855855.0,7930815.0,308.868896484,309.0,4021.90258789,6245.91064453,1143.54711914,0.0881660506129,46693.4414063,0,73763,0,0,0.0,sample_2606,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e5_000000000000000009e5_0_000000000000000009e5_0,1642.0,35.2724227905,995.0,1999.22485352,0,0,CFAM3,22.7091140747,856005.0,7930815.0,445.982055664,446.0,4118.31298828,6358.37255859,1164.98925781,0.0874081328511,46600.71875,0,73764,0,0,0.0,sample_2607,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e6_000000000000000009e6_0_000000000000000009e6_0,1642.0,6.63251399994,978.0,2068.9128418,0,0,CFAM3,19.8367919922,856155.0,7930815.0,589.406494141,589.0,4213.90576172,6472.35644531,1170.0,0.0861353874207,46509.3476563,0,73765,0,0,0.0,sample_2608,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e7_000000000000000009e7_0_000000000000000009e7_0,1642.0,263.659820557,988.0,2146.83496094,2000,0,CFAM3,4.31544876099,856305.0,7930815.0,735.45904541,700.0,4312.59765625,6587.78417969,1173.4564209,0.0886775925756,46464.1679688,0,73766,0,0,19.0,sample_2609,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009d7_000000000000000009d7_0_000000000000000009d7_0,1619.0,329.036254883,1007.0,1953.68884277,0,2019,CFAM3,18.7851638794,855255.0,7930965.0,424.264068604,424.0,3462.36914063,5920.34619141,990.0,0.0850201398134,46992.8515625,0,74173,0,0,19.0,sample_2610,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009d8_000000000000000009d8_0_000000000000000009d8_0,1641.0,128.157226563,1001.0,1968.60351563,0,0,CFAM3,8.43945026398,855405.0,7930965.0,335.410186768,335.0,3610.609375,6024.69921875,990.0,0.0880432203412,46944.28125,0,74174,0,0,0.0,sample_2611,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009d9_000000000000000009d9_0_000000000000000009d9_0,1641.0,92.12109375,982.0,1994.71801758,0,2015,CFAM3,12.6887960434,855555.0,7930965.0,300.0,300.0,3758.98925781,6130.65234375,990.0,0.0905233323574,46848.1445313,0,74175,0,0,0.0,sample_2612,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009da_000000000000000009da_0_000000000000000009da_0,1641.0,260.311218262,968.0,2031.6003418,0,2013,CFAM3,9.83200359344,855705.0,7930965.0,323.109893799,323.0,3906.91699219,6237.98046875,990.0,0.0893650874496,46753.3476563,0,74176,0,0,0.0,sample_2613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009db_000000000000000009db_0_000000000000000009db_0,1646.0,219.709915161,987.0,2078.67749023,0,0,CFAM3,17.7217559814,855855.0,7930965.0,403.608734131,404.0,4054.44189453,6347.03857422,994.082519531,0.0862671360373,46706.453125,0,74177,0,0,0.0,sample_2614,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009dc_000000000000000009dc_0_000000000000000009dc_0,1646.0,174.143981934,1005.0,2135.27514648,0,0,CFAM3,18.0924701691,856005.0,7930965.0,516.139526367,516.0,4202.14208984,6457.73974609,1018.67559814,0.0897266641259,46613.6679688,0,74178,0,0,0.0,sample_2615,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009dd_000000000000000009dd_0_000000000000000009dd_0,1646.0,156.370620728,989.0,2200.65893555,0,0,CFAM3,16.2287368774,856155.0,7930965.0,644.127319336,540.0,4329.26074219,6570.0,1020.0,0.0879117622972,46522.234375,0,74179,0,0,0.0,sample_2616,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009de_000000000000000009de_0_000000000000000009de_0,1646.0,258.690063477,1019.0,2274.07128906,0,0,CFAM3,18.7746753693,856305.0,7930965.0,780.0,553.0,4425.38134766,6683.74169922,1023.96289063,0.0860672146082,46477.0195313,0,74180,0,0,0.0,sample_2617,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009d2_000000000000000009d2_0_000000000000000009d2_0,1641.0,100.491477966,1006.0,2141.58813477,0,0,CFAM3,24.5912494659,855555.0,7931115.0,450.0,306.0,3758.98925781,6236.82617188,840.0,0.0881223157048,46875.0351563,0,74589,0,0,0.0,sample_2618,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009d3_000000000000000009d3_0_000000000000000009d3_0,1641.0,271.468811035,977.0,2175.98242188,0,0,CFAM3,9.23286819458,855705.0,7931115.0,465.725250244,306.0,3906.91699219,6342.78320313,840.0,0.0869167670608,46780.140625,0,74590,0,0,15.0,sample_2619,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009d4_000000000000000009d4_0_000000000000000009d4_0,1646.0,158.025497437,999.0,2220.0,0,0,CFAM3,14.3650360107,855855.0,7931115.0,524.785644531,361.0,4054.44189453,6450.06982422,844.807678223,0.0889668688178,46733.1953125,0,74591,0,0,0.0,sample_2620,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009d5_000000000000000009d5_0_000000000000000009d5_0,1646.0,172.405349731,996.0,2273.08154297,0,0,CFAM3,7.18741416931,856005.0,7931115.0,615.548522949,402.0,4201.07128906,6559.03173828,870.0,0.089410007,46640.296875,0,74592,0,0,0.0,sample_2621,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009d6_000000000000000009d6_0_000000000000000009d6_0,1646.0,238.069320679,1011.0,2334.60913086,0,0,CFAM3,18.7142181396,856155.0,7931115.0,726.223083496,390.0,4347.93066406,6669.58789063,870.0,0.0857764706016,46548.7304688,0,74593,0,0,0.0,sample_2622,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009cf_000000000000000009cf_0_000000000000000009cf_0,1641.0,240.255126953,988.0,2321.07739258,0,0,CFAM3,15.0423698425,855705.0,7931265.0,611.882324219,162.0,3877.43481445,6448.95361328,690.0,0.0889450162649,46807.9140625,0,75004,0,0,0.0,sample_2623,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009d0_000000000000000009d0_0_000000000000000009d0_0,1646.0,246.80140686,1029.0,2362.39282227,0,0,CFAM3,17.6054763794,855855.0,7931265.0,657.95135498,212.0,4024.92236328,6554.9140625,695.844787598,0.0870945081115,46760.9140625,0,75005,0,0,0.0,sample_2624,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009d1_000000000000000009d1_0_000000000000000009d1_0,1646.0,189.162353516,1049.0,2412.34326172,0,0,CFAM3,7.45400953293,856005.0,7931265.0,732.393310547,268.0,4172.58935547,6662.16162109,720.0,0.0856432393193,46667.9023438,0,75006,0,0,0.0,sample_2625,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009ce_000000000000000009ce_0_000000000000000009ce_0,1646.0,23.895160675,1013.0,2552.82202148,0,0,CFAM3,19.8001480103,856005.0,7931415.0,859.592956543,134.0,4148.36132813,6767.04492188,570.0,0.0861231908202,46682.0859375,0,75420,0,0,0.0,sample_2626,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000_00000000000000000000_0_00000000000000000000_0,1690.0,320.710601807,1004.0,5203.24902344,0,2017,TTF3,3.389067173,856005.0,7917465.0,1576.64196777,60.0,3478.57739258,10359.1699219,2155.41186523,0.0156218502671,45741.8203125,0,0,0,36918,0.0,sample_2627,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_00000000000000000001_0_00000000000000000001_0,1690.0,153.434951782,987.0,5239.01708984,2017,0,TTF3,8.47871303558,856155.0,7917465.0,1528.82312012,150.0,3448.04296875,10429.5205078,2030.27087402,0.0155668575317,45676.9492188,0,0,0,36919,17.0,sample_2628,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_00000000000000000002_0_00000000000000000002_0,1690.0,205.346176147,1000.0,5278.80664063,0,2017,TTF3,9.93726921082,856305.0,7917465.0,1494.59020996,268.0,3423.8137207,10452.4492188,1905.41333008,0.0158876143396,45645.2851563,0,0,0,36920,17.0,sample_2629,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_00000000000000000003_0_00000000000000000003_0,1690.0,182.489547729,997.0,5322.52783203,2015,0,TTF3,10.8601112366,856455.0,7917465.0,1474.88977051,402.0,3406.02416992,10379.2197266,1780.89868164,0.0155466189608,45583.4882813,0,0,0,36921,15.0,sample_2630,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_00000000000000000004_0_00000000000000000004_0,1690.0,341.565063477,1007.0,5057.20263672,0,0,TTF3,5.26965808868,856005.0,7917315.0,1437.81079102,150.0,3624.91381836,10475.4570313,2071.95556641,0.0155454399064,45732.9101563,0,0,0,36504,0.0,sample_2631,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_00000000000000000005_0_00000000000000000005_0,1690.0,66.8014068604,984.0,5093.99658203,2014,0,TTF3,10.7797718048,856155.0,7917315.0,1385.20751953,258.0,3595.62231445,10398.0625,1946.99768066,0.0156756043434,45668.3671875,0,0,0,36505,17.0,sample_2632,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_00000000000000000006_0_00000000000000000006_0,1690.0,161.565048218,987.0,5134.91015625,2017,0,TTF3,6.76286077499,856305.0,7917315.0,1347.33068848,361.0,3572.39404297,10322.2675781,1822.36108398,0.0155984899029,45636.8671875,0,0,0,36506,17.0,sample_2633,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_00000000000000000007_0_00000000000000000007_0,1690.0,302.660919189,985.0,5179.84570313,0,0,TTF3,10.9249105453,856455.0,7917315.0,1325.44335938,474.0,3555.34814453,10248.1074219,1698.11657715,0.0155397662893,45575.40625,0,0,0,36507,0.0,sample_2634,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_00000000000000000008_0_00000000000000000008_0,1690.0,137.60256958,1006.0,4911.39501953,2021,2018,TTF3,7.39395809174,856005.0,7917165.0,1301.46069336,258.0,3771.53808594,10347.7392578,1991.10522461,0.0167307499796,45714.6171875,0,0,0,36090,0.0,sample_2635,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_00000000000000000009_0_00000000000000000009_0,1690.0,96.3401947021,978.0,4949.27246094,2014,0,TTF3,4.31544876099,856155.0,7917165.0,1243.10095215,361.0,3743.39428711,10269.3818359,1863.86694336,0.015954034403,45650.7382813,0,0,0,36091,14.0,sample_2636,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_0000000000000000000a_0_0000000000000000000a_0,1690.0,245.556045532,975.0,4991.37255859,2013,0,TTF3,2.8821811676,856305.0,7917165.0,1200.74975586,390.0,3721.08862305,10192.6298828,1739.48266602,0.0159566383809,45619.5742188,0,0,0,36092,0.0,sample_2637,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b_0000000000000000000b_0_0000000000000000000b_0,1699.0,327.528808594,1024.0,4731.2578125,0,2022,TTF3,3.1096329689,855855.0,7917015.0,1240.20153809,285.0,3951.01245117,10301.5390625,2053.41186523,0.0179531350732,45760.9648438,0,0,0,35675,0.0,sample_2638,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_0000000000000000000c_0_0000000000000000000c_0,1699.0,81.8698959351,997.0,4765.84716797,2015,0,TTF3,10.0249881744,856005.0,7917015.0,1167.30456543,361.0,3918.41796875,10220.6259766,1918.59326172,0.0181305203587,45695.6875,0,0,0,35676,15.0,sample_2639,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_0000000000000000000d_0_0000000000000000000d_0,1699.0,319.899078369,991.0,4804.87255859,2015,0,TTF3,11.694817543,856155.0,7917015.0,1103.08654785,268.0,3891.33642578,10141.2871094,1786.19702148,0.0174627620727,45632.484375,0,0,0,35677,16.0,sample_2640,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e_0000000000000000000e_0_0000000000000000000e_0,1699.0,59.0362434387,978.0,4848.2265625,0,0,TTF3,9.65191173553,856305.0,7917015.0,1055.13037109,240.0,3869.88378906,10063.5576172,1656.80419922,0.017298810184,45601.65625,0,0,0,35678,0.0,sample_2641,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f_0000000000000000000f_0_0000000000000000000f_0,1699.0,243.88609314,991.0,4895.79394531,0,0,TTF3,13.314535141,856455.0,7917015.0,1027.0345459,268.0,3854.15356445,9987.47753906,1531.17602539,0.0171018056571,45541.5429688,0,0,0,35679,0.0,sample_2642,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010_00000000000000000010_0_00000000000000000010_0,1699.0,266.009094238,1020.0,4584.89892578,0,0,TTF3,10.1818943024,855855.0,7916865.0,1116.0645752,408.0,4096.95019531,10176.0605469,1994.49243164,0.0177279673517,45750.921875,0,0,0,35261,0.0,sample_2643,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_00000000000000000011_0_00000000000000000011_0,1699.0,41.6335372925,1027.0,4620.58447266,0,0,TTF3,11.3481197357,856005.0,7916865.0,1034.4564209,268.0,4065.52587891,10094.1416016,1855.39758301,0.0180324111134,45685.984375,0,0,0,35262,0.0,sample_2644,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_00000000000000000012_0_00000000000000000012_0,1699.0,154.025604248,1004.0,4660.82617188,0,0,TTF3,10.2460594177,856155.0,7916865.0,966.074523926,150.0,4039.43066406,10013.8007813,1718.1385498,0.0179318059236,45623.1171875,0,0,0,35263,0.0,sample_2645,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_00000000000000000013_0_00000000000000000013_0,1699.0,137.544799805,980.0,4705.50732422,2011,2006,TTF3,14.8650741577,856305.0,7916865.0,910.93359375,90.0,4018.76855469,9935.07421875,1583.19299316,0.0179990585893,45592.4609375,0,0,0,35264,7.0,sample_2646,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_00000000000000000014_0_00000000000000000014_0,1699.0,204.676864624,974.0,4754.50292969,2014,2006,TTF3,9.62914466858,856455.0,7916865.0,878.236877441,150.0,4003.62329102,9858.00195313,1451.2064209,0.0174636617303,45532.6914063,0,0,0,35265,7.0,sample_2647,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_00000000000000000015_0_00000000000000000015_0,1699.0,210.963760376,979.0,4807.68115234,2014,0,TTF3,6.92624902725,856605.0,7916865.0,870.0,277.0,3994.05810547,9782.62207031,1323.0645752,0.0170675460249,45503.578125,0,0,0,35266,14.0,sample_2648,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_00000000000000000016_0_00000000000000000016_0,1699.0,312.87890625,986.0,4864.90478516,2014,0,TTF3,9.0460319519,856755.0,7916865.0,882.836364746,391.0,3990.11279297,9708.97558594,1198.87451172,0.0170628465712,45446.8867188,0,0,0,35267,19.0,sample_2649,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_00000000000000000017_0_00000000000000000017_0,1699.0,33.6900672913,1036.0,4475.63427734,0,0,TTF3,3.43891239166,856005.0,7916715.0,906.972961426,240.0,4212.83740234,9968.30957031,1802.49829102,0.0173874348402,45666.0820313,0,0,0,34848,0.0,sample_2650,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_00000000000000000018_0_00000000000000000018_0,1699.0,75.0183639526,992.0,4517.16748047,0,0,TTF3,17.0268363953,856155.0,7916715.0,831.925476074,90.0,4187.66064453,9886.94628906,1660.87329102,0.0178640149534,45603.8984375,0,0,0,34849,0.0,sample_2651,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_00000000000000000019_0_00000000000000000019_0,1699.0,245.85446167,972.0,4613.76220703,0,2015,TTF3,7.54314994812,856455.0,7916715.0,729.931518555,67.0,4153.13134766,9729.11621094,1382.93164063,0.0178671870381,45514.5078125,0,0,0,34851,0.0,sample_2652,"{""type"":""MultiPoint"",""coordinates"":[]}"
